LA	subnetwork	OD	with	preload									
10796	138	43	0.6	0.05	0	3600	1	0	0	0	0	1	1
10797	138	44	0	0.05	0	3600	1	0	0	0	0	1	1
10798	138	62	0	0.05	0	3600	1	0	0	0	0	1	1
10799	72	140	0.6	0.05	0	1719	1	0	0	0	0	1	1
10800	136	67	1.3	0.05	2747	3600	1	0	0	0	0	1	1
10801	76	140	1.1	0.05	0	1537	1	0	0	0	0	1	1
10802	136	67	1.7	0.05	2665	3600	1	0	0	0	0	1	1
10803	77	140	0.2	0.05	0	1991	1	0	0	0	0	1	1
10804	136	67	0.4	0.05	2870	3600	1	0	0	0	0	1	1
10805	78	140	0.3	0.05	0	2059	1	0	0	0	0	1	1
10806	136	67	0.9	0.05	2901	3600	1	0	0	0	0	1	1
10807	138	132	23.6	0.05	0	3600	1	0	0	0	0	1	1
10808	138	49	0	0.05	0	3600	1	0	0	0	0	1	1
10809	79	140	0.1	0.05	0	2001	1	0	0	0	0	1	1
10810	136	67	0.1	0.05	2875	3600	1	0	0	0	0	1	1
10811	82	132	1.8	0.05	0	3600	1	0	0	0	0	1	1
10812	82	140	5.7	0.05	0	946	1	0	0	0	0	1	1
10813	144	87	5.5	0.05	2627	3600	1	0	0	0	0	1	1
10814	82	140	0.2	0.05	0	1031	1	0	0	0	0	1	1
10815	144	110	0.3	0.05	2863	3600	1	0	0	0	0	1	1
10816	82	140	0.1	0.05	0	1028	1	0	0	0	0	1	1
10817	144	115	0.1	0.05	2854	3600	1	0	0	0	0	1	1
10818	82	140	2.1	0.05	0	1052	1	0	0	0	0	1	1
10819	142	116	3.4	0.05	2970	3600	1	0	0	0	0	1	1
10820	82	140	2.1	0.05	0	1119	1	0	0	0	0	1	1
10821	144	118	4.8	0.05	3105	3600	1	0	0	0	0	1	1
10822	82	140	4.5	0.05	0	1100	1	0	0	0	0	1	1
10823	145	128	19.5	0.05	3345	3600	1	0	0	0	0	1	1
10824	82	140	6.3	0.05	0	1107	1	0	0	0	0	1	1
10825	145	130	30	0.05	3366	3600	1	0	0	0	0	1	1
10826	83	140	55.2	0.05	0	1242	1	0	0	0	0	1	1
10827	136	67	64.2	0.05	2531	3600	1	0	0	0	0	1	1
10828	84	132	0.1	0.05	0	3600	1	0	0	0	0	1	1
10829	88	132	0.8	0.05	0	3600	1	0	0	0	0	1	1
10830	88	140	0.1	0.05	0	932	1	0	0	0	0	1	1
10831	144	86	0.1	0.05	2559	3600	1	0	0	0	0	1	1
10832	88	140	7.7	0.05	0	958	1	0	0	0	0	1	1
10833	144	87	7.6	0.05	2631	3600	1	0	0	0	0	1	1
10834	88	140	0.1	0.05	0	963	1	0	0	0	0	1	1
10835	144	94	0.1	0.05	2646	3600	1	0	0	0	0	1	1
10836	88	140	1.9	0.05	0	1043	1	0	0	0	0	1	1
10837	144	110	2.6	0.05	2866	3600	1	0	0	0	0	1	1
10838	88	140	0.5	0.05	0	1060	1	0	0	0	0	1	1
10839	144	111	0.8	0.05	2913	3600	1	0	0	0	0	1	1
10840	88	140	0.5	0.05	0	1060	1	0	0	0	0	1	1
10841	144	112	0.8	0.05	2912	3600	1	0	0	0	0	1	1
10842	88	140	0.5	0.05	0	1029	1	0	0	0	0	1	1
10843	144	113	0.7	0.05	2828	3600	1	0	0	0	0	1	1
10844	88	140	0.4	0.05	0	1008	1	0	0	0	0	1	1
10845	144	114	0.5	0.05	2770	3600	1	0	0	0	0	1	1
10846	88	140	1.1	0.05	0	1040	1	0	0	0	0	1	1
10847	144	115	1.6	0.05	2857	3600	1	0	0	0	0	1	1
10848	88	140	2.9	0.05	0	1064	1	0	0	0	0	1	1
10849	142	116	5	0.05	2973	3600	1	0	0	0	0	1	1
10850	88	140	3.1	0.05	0	1131	1	0	0	0	0	1	1
10851	144	118	7	0.05	3108	3600	1	0	0	0	0	1	1
10852	88	140	5.1	0.05	0	1113	1	0	0	0	0	1	1
10853	145	128	22.6	0.05	3346	3600	1	0	0	0	0	1	1
10854	88	140	7.6	0.05	0	1120	1	0	0	0	0	1	1
10855	145	130	36.7	0.05	3367	3600	1	0	0	0	0	1	1
10856	89	140	0.3	0.05	0	1115	1	0	0	0	0	1	1
10857	136	67	0.3	0.05	2474	3600	1	0	0	0	0	1	1
10858	90	143	0.1	0.05	0	1505	1	0	0	0	0	1	1
10859	141	101	0.4	0.05	3314	3600	1	0	0	0	0	1	1
10860	138	37	1.5	0.05	0	3600	1	0	0	0	0	1	1
10861	138	82	10.6	0.05	0	3600	1	0	0	0	0	1	1
10862	138	88	7.6	0.05	0	3600	1	0	0	0	0	1	1
10863	138	134	0.8	0.05	0	3600	1	0	0	0	0	1	1
10864	91	140	0.1	0.05	0	3600	1	0	0	0	0	1	1
10865	92	140	1.8	0.05	0	589	1	0	0	0	0	1	1
10866	145	130	3.8	0.05	3317	3600	1	0	0	0	0	1	1
10867	138	66	0.9	0.05	0	3600	1	0	0	0	0	1	1
10868	98	140	40.1	0.05	0	3600	1	0	0	0	0	1	1
10869	98	140	16.2	0.05	0	488	1	0	0	0	0	1	1
10870	144	86	6.5	0.05	2386	3600	1	0	0	0	0	1	1
10871	98	140	36.3	0.05	0	503	1	0	0	0	0	1	1
10872	144	87	16.1	0.05	2464	3600	1	0	0	0	0	1	1
10873	98	140	15.6	0.05	0	507	1	0	0	0	0	1	1
10874	144	94	7	0.05	2481	3600	1	0	0	0	0	1	1
10875	98	140	3.5	0.05	0	557	1	0	0	0	0	1	1
10876	144	110	2.2	0.05	2727	3600	1	0	0	0	0	1	1
10877	98	140	1	0.05	0	568	1	0	0	0	0	1	1
10878	144	111	0.7	0.05	2780	3600	1	0	0	0	0	1	1
10879	98	140	1	0.05	0	568	1	0	0	0	0	1	1
10880	144	112	0.7	0.05	2779	3600	1	0	0	0	0	1	1
10881	98	140	2.1	0.05	0	555	1	0	0	0	0	1	1
10882	144	115	1.3	0.05	2716	3600	1	0	0	0	0	1	1
10883	98	140	1.8	0.05	0	588	1	0	0	0	0	1	1
10884	144	117	1.5	0.05	2879	3600	1	0	0	0	0	1	1
10885	98	140	0.2	0.05	0	614	1	0	0	0	0	1	1
10886	144	118	0.2	0.05	3005	3600	1	0	0	0	0	1	1
10887	98	140	21.9	0.05	0	602	1	0	0	0	0	1	1
10888	145	128	43.1	0.05	3294	3600	1	0	0	0	0	1	1
10889	98	140	28.7	0.05	0	607	1	0	0	0	0	1	1
10890	145	130	61.9	0.05	3319	3600	1	0	0	0	0	1	1
10891	99	140	0.7	0.05	0	3600	1	0	0	0	0	1	1
10892	138	135	0.3	0.05	0	3600	1	0	0	0	0	1	1
10893	101	140	37.7	0.05	0	3600	1	0	0	0	0	1	1
10894	101	140	13.7	0.05	0	512	1	0	0	0	0	1	1
10895	144	86	5.8	0.05	2396	3600	1	0	0	0	0	1	1
10896	101	140	31.5	0.05	0	529	1	0	0	0	0	1	1
10897	144	87	14.8	0.05	2473	3600	1	0	0	0	0	1	1
10898	101	140	13.2	0.05	0	532	1	0	0	0	0	1	1
10899	144	94	6.3	0.05	2491	3600	1	0	0	0	0	1	1
10900	101	140	2.2	0.05	0	585	1	0	0	0	0	1	1
10901	144	110	1.5	0.05	2735	3600	1	0	0	0	0	1	1
10902	101	140	0.5	0.05	0	596	1	0	0	0	0	1	1
10903	144	111	0.4	0.05	2788	3600	1	0	0	0	0	1	1
10904	101	140	0.5	0.05	0	596	1	0	0	0	0	1	1
10905	144	112	0.4	0.05	2787	3600	1	0	0	0	0	1	1
10906	101	140	0.2	0.05	0	643	1	0	0	0	0	1	1
10907	144	118	0.2	0.05	3011	3600	1	0	0	0	0	1	1
10908	101	140	20.4	0.05	0	631	1	0	0	0	0	1	1
10909	145	128	42.4	0.05	3297	3600	1	0	0	0	0	1	1
10910	101	140	26.3	0.05	0	636	1	0	0	0	0	1	1
10911	145	130	60.2	0.05	3322	3600	1	0	0	0	0	1	1
10912	102	143	0.2	0.05	0	1385	1	0	0	0	0	1	1
10913	141	101	0.7	0.05	3297	3600	1	0	0	0	0	1	1
10914	141	132	24.4	0.05	0	3600	1	0	0	0	0	1	1
10915	141	134	2.7	0.05	0	3600	1	0	0	0	0	1	1
10916	107	140	0.4	0.05	0	3600	1	0	0	0	0	1	1
10917	141	135	3.6	0.05	0	3600	1	0	0	0	0	1	1
10918	141	16	9.9	0.05	0	3600	1	0	0	0	0	1	1
10919	141	126	0.6	0.05	0	3600	1	0	0	0	0	1	1
10920	141	11	8.7	0.05	0	3600	1	0	0	0	0	1	1
10921	141	15	6.8	0.05	0	3600	1	0	0	0	0	1	1
10922	110	143	1.7	0.05	0	1030	1	0	0	0	0	1	1
10923	141	101	4.9	0.05	3249	3600	1	0	0	0	0	1	1
10924	111	143	0.6	0.05	0	1024	1	0	0	0	0	1	1
10925	141	101	1.8	0.05	3248	3600	1	0	0	0	0	1	1
10926	112	143	0.7	0.05	0	929	1	0	0	0	0	1	1
10927	141	101	1.8	0.05	3235	3600	1	0	0	0	0	1	1
10928	141	106	3.4	0.05	0	3600	1	0	0	0	0	1	1
10929	115	132	0	0.05	0	3600	1	0	0	0	0	1	1
10930	115	143	1.8	0.05	0	1056	1	0	0	0	0	1	1
10931	141	101	5.6	0.05	3253	3600	1	0	0	0	0	1	1
10932	116	142	2.6	0.05	0	1027	1	0	0	0	0	1	1
10933	144	86	1.4	0.05	1651	3600	1	0	0	0	0	1	1
10934	116	142	7.5	0.05	0	1082	1	0	0	0	0	1	1
10935	144	87	4.4	0.05	1740	3600	1	0	0	0	0	1	1
10936	116	142	2.3	0.05	0	814	1	0	0	0	0	1	1
10937	141	92	3.5	0.05	3072	3600	1	0	0	0	0	1	1
10938	116	142	0.2	0.05	0	932	1	0	0	0	0	1	1
10939	144	93	0.1	0.05	1498	3600	1	0	0	0	0	1	1
10940	116	142	2.5	0.05	0	1095	1	0	0	0	0	1	1
10941	144	94	1.5	0.05	1759	3600	1	0	0	0	0	1	1
10942	116	142	10	0.05	0	950	1	0	0	0	0	1	1
10943	144	95	4.6	0.05	1527	3600	1	0	0	0	0	1	1
10944	116	142	0.2	0.05	0	961	1	0	0	0	0	1	1
10945	144	96	0.1	0.05	1544	3600	1	0	0	0	0	1	1
10946	116	142	0.2	0.05	0	915	1	0	0	0	0	1	1
10947	144	97	0.1	0.05	1471	3600	1	0	0	0	0	1	1
10948	116	142	0.5	0.05	0	839	1	0	0	0	0	1	1
10949	141	98	1	0.05	3166	3600	1	0	0	0	0	1	1
10950	116	142	0.4	0.05	0	860	1	0	0	0	0	1	1
10951	141	101	0.9	0.05	3245	3600	1	0	0	0	0	1	1
10952	116	142	1.5	0.05	0	1195	1	0	0	0	0	1	1
10953	144	109	1.1	0.05	1921	3600	1	0	0	0	0	1	1
10954	116	142	0.4	0.05	0	1285	1	0	0	0	0	1	1
10955	144	110	0.4	0.05	2066	3600	1	0	0	0	0	1	1
10956	116	142	50.7	0.05	0	1330	1	0	0	0	0	1	1
10957	144	111	46.1	0.05	2137	3600	1	0	0	0	0	1	1
10958	116	142	50.7	0.05	0	1329	1	0	0	0	0	1	1
10959	144	112	46	0.05	2136	3600	1	0	0	0	0	1	1
10960	116	142	53.9	0.05	0	1250	1	0	0	0	0	1	1
10961	144	113	42.3	0.05	2009	3600	1	0	0	0	0	1	1
10962	116	142	51.3	0.05	0	1198	1	0	0	0	0	1	1
10963	144	114	36.7	0.05	1925	3600	1	0	0	0	0	1	1
10964	116	142	2.2	0.05	0	1277	1	0	0	0	0	1	1
10965	144	115	1.8	0.05	2051	3600	1	0	0	0	0	1	1
10966	116	142	1.3	0.05	0	1417	1	0	0	0	0	1	1
10967	144	117	1.4	0.05	2277	3600	1	0	0	0	0	1	1
10968	118	143	0.4	0.05	0	746	1	0	0	0	0	1	1
10969	141	98	0.7	0.05	3127	3600	1	0	0	0	0	1	1
10970	118	143	0.4	0.05	0	766	1	0	0	0	0	1	1
10971	141	101	0.8	0.05	3213	3600	1	0	0	0	0	1	1
10972	119	143	0.6	0.05	0	554	1	0	0	0	0	1	1
10973	141	101	0.8	0.05	3184	3600	1	0	0	0	0	1	1
10974	128	67	0.1	0.05	0	3600	1	0	0	0	0	1	1
10975	128	145	0.4	0.05	0	276	1	0	0	0	0	1	1
10976	141	82	0.1	0.05	2414	3600	1	0	0	0	0	1	1
10977	128	145	0.8	0.05	0	274	1	0	0	0	0	1	1
10978	141	88	0.2	0.05	2401	3600	1	0	0	0	0	1	1
10979	128	145	0.7	0.05	0	321	1	0	0	0	0	1	1
10980	141	89	0.3	0.05	2812	3600	1	0	0	0	0	1	1
10981	128	145	2.8	0.05	0	345	1	0	0	0	0	1	1
10982	141	92	1.7	0.05	3022	3600	1	0	0	0	0	1	1
10983	128	145	0.6	0.05	0	357	1	0	0	0	0	1	1
10984	141	98	0.5	0.05	3123	3600	1	0	0	0	0	1	1
10985	128	145	0.9	0.05	0	367	1	0	0	0	0	1	1
10986	141	101	0.8	0.05	3209	3600	1	0	0	0	0	1	1
10987	128	126	3.4	0.05	0	3600	1	0	0	0	0	1	1
10988	130	67	0.4	0.05	0	3600	1	0	0	0	0	1	1
10989	130	145	1.7	0.05	0	253	1	0	0	0	0	1	1
10990	141	82	0.4	0.05	2405	3600	1	0	0	0	0	1	1
10991	130	145	4.3	0.05	0	252	1	0	0	0	0	1	1
10992	141	88	0.9	0.05	2392	3600	1	0	0	0	0	1	1
10993	130	145	3.7	0.05	0	295	1	0	0	0	0	1	1
10994	141	89	1.4	0.05	2805	3600	1	0	0	0	0	1	1
10995	130	145	14	0.05	0	317	1	0	0	0	0	1	1
10996	141	92	7.6	0.05	3017	3600	1	0	0	0	0	1	1
10997	130	145	3.3	0.05	0	328	1	0	0	0	0	1	1
10998	141	98	2.2	0.05	3119	3600	1	0	0	0	0	1	1
10999	130	145	3.2	0.05	0	337	1	0	0	0	0	1	1
11000	141	101	2.7	0.05	3206	3600	1	0	0	0	0	1	1
11001	130	126	15.1	0.05	0	3600	1	0	0	0	0	1	1
11002	141	1	0.5	0.05	0	3600	1	0	0	0	0	1	1
11003	141	2	0.4	0.05	0	3600	1	0	0	0	0	1	1
11004	141	4	0.1	0.05	0	3600	1	0	0	0	0	1	1
11005	133	3	266.8	0.05	3600	7200	1	0	0	0	0	1	1
11006	133	5	324	0.05	3600	7200	1	0	0	0	0	1	1
11007	133	6	293.6	0.05	3600	7200	1	0	0	0	0	1	1
11008	133	7	266.8	0.05	3600	7200	1	0	0	0	0	1	1
11009	133	9	221.2	0.05	3600	7200	1	0	0	0	0	1	1
11010	133	8	289.9	0.05	3600	7200	1	0	0	0	0	1	1
11011	133	11	197.8	0.05	3600	7200	1	0	0	0	0	1	1
11012	133	12	123.6	0.05	3600	7200	1	0	0	0	0	1	1
11013	133	14	291.3	0.05	3600	7200	1	0	0	0	0	1	1
11014	133	16	220.9	0.05	3600	7200	1	0	0	0	0	1	1
11015	133	17	221.2	0.05	3600	7200	1	0	0	0	0	1	1
11016	133	18	289.9	0.05	3600	7200	1	0	0	0	0	1	1
11017	133	19	386.3	0.05	3600	7200	1	0	0	0	0	1	1
11018	133	20	385.6	0.05	3600	7200	1	0	0	0	0	1	1
11019	133	21	230.8	0.05	3600	7200	1	0	0	0	0	1	1
11020	133	22	181.1	0.05	3600	7200	1	0	0	0	0	1	1
11021	133	23	320.6	0.05	3600	7200	1	0	0	0	0	1	1
11022	133	24	105.5	0.05	3600	7200	1	0	0	0	0	1	1
11023	133	25	128.9	0.05	3600	7200	1	0	0	0	0	1	1
11024	133	26	94.6	0.05	3600	7200	1	0	0	0	0	1	1
11025	133	27	280.1	0.05	3600	7200	1	0	0	0	0	1	1
11026	133	28	94.6	0.05	3600	7200	1	0	0	0	0	1	1
11027	133	29	229	0.05	3600	7200	1	0	0	0	0	1	1
11028	133	34	127.7	0.05	3600	7200	1	0	0	0	0	1	1
11029	133	41	105.1	0.05	3600	7200	1	0	0	0	0	1	1
11030	133	45	100.3	0.05	3600	7200	1	0	0	0	0	1	1
11031	136	67	387.9	0.05	3600	7200	1	0	0	0	0	1	1
11032	133	15	151.8	0.05	3600	7200	1	0	0	0	0	1	1
11033	133	87	5.1	0.05	3600	7200	1	0	0	0	0	1	1
11034	133	1	7.2	0.05	3600	7200	1	0	0	0	0	1	1
11035	133	37	8	0.05	3600	7200	1	0	0	0	0	1	1
11036	144	87	497.6	0.05	3600	7200	1	0	0	0	0	1	1
11037	1	131	1.6	0.05	3600	7200	1	0	0	0	0	1	1
11038	1	2	1.8	0.05	3600	7200	1	0	0	0	0	1	1
11039	1	3	2.3	0.05	3600	7200	1	0	0	0	0	1	1
11040	1	4	1.8	0.05	3600	7200	1	0	0	0	0	1	1
11041	1	5	2.9	0.05	3600	7200	1	0	0	0	0	1	1
11042	1	6	1.9	0.05	3600	7200	1	0	0	0	0	1	1
11043	1	7	2.3	0.05	3600	7200	1	0	0	0	0	1	1
11044	1	8	2.2	0.05	3600	7200	1	0	0	0	0	1	1
11045	1	12	0.7	0.05	3600	7200	1	0	0	0	0	1	1
11046	1	14	1.7	0.05	3600	7200	1	0	0	0	0	1	1
11047	1	18	2.2	0.05	3600	7200	1	0	0	0	0	1	1
11048	1	132	32.8	0.05	3600	7200	1	0	0	0	0	1	1
11049	1	19	4	0.05	3600	7200	1	0	0	0	0	1	1
11050	1	20	4	0.05	3600	7200	1	0	0	0	0	1	1
11051	1	21	2.1	0.05	3600	7200	1	0	0	0	0	1	1
11052	1	22	0.6	0.05	3600	7200	1	0	0	0	0	1	1
11053	1	134	2.1	0.05	3600	7200	1	0	0	0	0	1	1
11054	1	23	2.3	0.05	3600	7200	1	0	0	0	0	1	1
11055	1	25	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11056	1	27	1.7	0.05	3600	7200	1	0	0	0	0	1	1
11057	1	29	1	0.05	3600	7200	1	0	0	0	0	1	1
11058	1	34	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11059	1	37	2.1	0.05	3600	7200	1	0	0	0	0	1	1
11060	1	143	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11061	131	1	1.6	0.05	3600	7200	1	0	0	0	0	1	1
11062	131	2	0.3	0.05	3600	7200	1	0	0	0	0	1	1
11063	131	3	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11064	131	4	0.3	0.05	3600	7200	1	0	0	0	0	1	1
11065	131	5	1.6	0.05	3600	7200	1	0	0	0	0	1	1
11066	131	6	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11067	131	7	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11068	131	8	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11069	131	12	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11070	131	14	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11071	131	18	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11072	131	19	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11073	131	20	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11074	131	21	0.6	0.05	3600	7200	1	0	0	0	0	1	1
11075	131	22	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11076	131	134	2.8	0.05	3600	7200	1	0	0	0	0	1	1
11077	131	23	1.5	0.05	3600	7200	1	0	0	0	0	1	1
11078	131	27	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11079	131	29	0.7	0.05	3600	7200	1	0	0	0	0	1	1
11080	131	37	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11081	2	1	1.8	0.05	3600	7200	1	0	0	0	0	1	1
11082	2	131	0.4	0.05	3600	7200	1	0	0	0	0	1	1
11083	2	3	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11084	2	5	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11085	2	6	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11086	2	7	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11087	2	8	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11088	2	12	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11089	2	14	1	0.05	3600	7200	1	0	0	0	0	1	1
11090	2	18	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11091	2	132	11.1	0.05	3600	7200	1	0	0	0	0	1	1
11092	2	19	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11093	2	20	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11094	2	21	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11095	2	22	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11096	2	134	0.6	0.05	3600	7200	1	0	0	0	0	1	1
11097	2	23	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11098	2	27	0.8	0.05	3600	7200	1	0	0	0	0	1	1
11099	2	29	0.6	0.05	3600	7200	1	0	0	0	0	1	1
11100	2	37	0.4	0.05	3600	7200	1	0	0	0	0	1	1
11101	2	143	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11102	3	132	268	0.05	3600	7200	1	0	0	0	0	1	1
11103	3	1	21	0.05	3600	7200	1	0	0	0	0	1	1
11104	3	131	16.2	0.05	3600	7200	1	0	0	0	0	1	1
11105	3	2	15.6	0.05	3600	7200	1	0	0	0	0	1	1
11106	3	4	15.6	0.05	3600	7200	1	0	0	0	0	1	1
11107	3	5	10.9	0.05	3600	7200	1	0	0	0	0	1	1
11108	3	6	5.2	0.05	3600	7200	1	0	0	0	0	1	1
11109	3	7	1.7	0.05	3600	7200	1	0	0	0	0	1	1
11110	3	9	15.8	0.05	3600	7200	1	0	0	0	0	1	1
11111	3	8	5.5	0.05	3600	7200	1	0	0	0	0	1	1
11112	3	11	11.5	0.05	3600	7200	1	0	0	0	0	1	1
11113	3	12	150.2	0.05	3600	7200	1	0	0	0	0	1	1
11114	3	14	6.2	0.05	3600	7200	1	0	0	0	0	1	1
11115	3	15	9	0.05	3600	7200	1	0	0	0	0	1	1
11116	3	16	15.8	0.05	3600	7200	1	0	0	0	0	1	1
11117	3	17	15.8	0.05	3600	7200	1	0	0	0	0	1	1
11118	3	18	5.5	0.05	3600	7200	1	0	0	0	0	1	1
11119	3	19	44.5	0.05	3600	7200	1	0	0	0	0	1	1
11120	3	20	44.5	0.05	3600	7200	1	0	0	0	0	1	1
11121	3	21	35.2	0.05	3600	7200	1	0	0	0	0	1	1
11122	3	22	12.9	0.05	3600	7200	1	0	0	0	0	1	1
11123	3	23	5.9	0.05	3600	7200	1	0	0	0	0	1	1
11124	3	24	4.4	0.05	3600	7200	1	0	0	0	0	1	1
11125	3	25	6.3	0.05	3600	7200	1	0	0	0	0	1	1
11126	3	26	6	0.05	3600	7200	1	0	0	0	0	1	1
11127	3	27	3.6	0.05	3600	7200	1	0	0	0	0	1	1
11128	3	28	6	0.05	3600	7200	1	0	0	0	0	1	1
11129	3	29	2.3	0.05	3600	7200	1	0	0	0	0	1	1
11130	3	30	2.8	0.05	3600	7200	1	0	0	0	0	1	1
11131	3	31	2.1	0.05	3600	7200	1	0	0	0	0	1	1
11132	3	32	2.3	0.05	3600	7200	1	0	0	0	0	1	1
11133	3	34	2.5	0.05	3600	7200	1	0	0	0	0	1	1
11134	3	38	2.2	0.05	3600	7200	1	0	0	0	0	1	1
11135	3	39	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11136	3	40	2.1	0.05	3600	7200	1	0	0	0	0	1	1
11137	3	41	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11138	3	42	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11139	3	45	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11140	3	46	5.5	0.05	3600	7200	1	0	0	0	0	1	1
11141	3	50	1.7	0.05	3600	7200	1	0	0	0	0	1	1
11142	3	51	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11143	3	52	2.3	0.05	3600	7200	1	0	0	0	0	1	1
11144	3	56	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11145	3	57	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11146	3	58	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11147	3	59	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11148	3	63	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11149	3	65	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11150	3	68	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11151	3	71	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11152	3	72	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11153	3	73	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11154	3	74	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11155	3	75	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11156	3	77	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11157	3	78	0.4	0.05	3600	7200	1	0	0	0	0	1	1
11158	3	86	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11159	3	87	1	0.05	3600	7200	1	0	0	0	0	1	1
11160	3	94	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11161	3	95	0.2	0.05	3600	7200	1	0	0	0	0	1	1
11162	3	110	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11163	3	120	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11164	3	126	0.4	0.05	3600	7200	1	0	0	0	0	1	1
11165	3	143	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11166	4	1	1.8	0.05	3600	7200	1	0	0	0	0	1	1
11167	4	131	0.4	0.05	3600	7200	1	0	0	0	0	1	1
11168	4	3	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11169	4	5	1.3	0.05	3600	7200	1	0	0	0	0	1	1
11170	4	6	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11171	4	7	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11172	4	8	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11173	4	12	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11174	4	14	1	0.05	3600	7200	1	0	0	0	0	1	1
11175	4	18	1.1	0.05	3600	7200	1	0	0	0	0	1	1
11176	4	132	11.1	0.05	3600	7200	1	0	0	0	0	1	1
11177	4	19	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11178	4	20	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11179	4	21	0.5	0.05	3600	7200	1	0	0	0	0	1	1
11180	4	22	0.1	0.05	3600	7200	1	0	0	0	0	1	1
11181	4	134	0.6	0.05	3600	7200	1	0	0	0	0	1	1
11182	4	23	1.2	0.05	3600	7200	1	0	0	0	0	1	1
11183	4	27	0.8	0.05	3600	7200	1	0	0	0	0	1	1
11184	4	29	0.6	0.05	3600	7200	1	0	0	0	0	1	1
11185	4	37	0.4	0.05	3600	7200	1	0	0	0	0	1	1
11186	5	132	271.4	0.05	3600	7200	1	0	0	0	0	1	1
11187	5	1	19.4	0.05	3600	7200	1	0	0	0	0	1	1
11188	5	131	16.1	0.05	3600	7200	1	0	0	0	0	1	1
11189	5	2	14.4	0.05	3600	7200	1	0	0	0	0	1	1
11190	5	3	5.9	0.05	3600	7200	1	0	0	0	0	1	1
11191	5	4	14.4	0.05	3600	7200	1	0	0	0	0	1	1
11192	5	6	23.3	0.05	3600	7200	1	0	0	0	0	1	1
11193	5	7	5.9	0.05	3600	7200	1	0	0	0	0	1	1
11194	5	9	3	0.05	3600	7200	1	0	0	0	0	1	1
11195	5	8	18.6	0.05	3600	7200	1	0	0	0	0	1	1
11196	5	11	20.7	0.05	3600	7200	1	0	0	0	0	1	1
11197	5	12	179.9	0.05	3600	7200	1	0	0	0	0	1	1
11198	5	14	14.5	0.05	3600	7200	1	0	0	0	0	1	1
11199	5	15	8.1	0.05	3600	7200	1	0	0	0	0	1	1
11200	5	16	14.3	0.05	3600	7200	1	0	0	0	0	1	1
11201	5	17	3	0.05	3600	7200	1	0	0	0	0	1	1
